,entrez,symbol,gene.name,logFC,logCPM,F,PValue,FDR
ENSMUSG00000042903,54601,Foxo4,forkhead box O4,0.716940511,3.746928102,13.43279601,0.000655426,0.034238052
ENSMUSG00000059714,14251,Flot1,flotillin 1,-0.835570478,4.361150636,13.38064992,0.000687292,0.035729235
ENSMUSG00000021268,17263,Meg3,maternally expressed 3,1.484271721,1.648719586,13.27922078,0.00069795,0.036108863
ENSMUSG00000078675,100039177,Mup16,major urinary protein 16,1.402058241,11.74558412,13.6712095,0.000705878,0.036250669
ENSMUSG00000064120,56738,Mocs1,molybdenum cofactor synthesis 1,0.539678284,5.597140928,13.24633264,0.000707429,0.036250669
ENSMUSG00000001366,71538,Fbxo9,f-box protein 9,0.380326545,5.951290359,13.22674617,0.000713138,0.036259641
ENSMUSG00000068220,16852,Lgals1,"lectin, galactose binding, soluble 1",-1.214125836,6.421032807,13.63628001,0.000715105,0.036259641
ENSMUSG00000040562,14863,Gstm2,"glutathione S-transferase, mu 2",-0.820436978,6.544723146,13.41728118,0.000717712,0.036259641
ENSMUSG00000039246,226791,Lyplal1,lysophospholipase-like 1,-0.646580535,4.068842704,13.17131546,0.000729559,0.036532446
ENSMUSG00000042195,72022,Slc35f2,"solute carrier family 35, member F2",-1.488486076,1.853429885,13.1696845,0.000730048,0.036532446
ENSMUSG00000036611,67484,Eepd1,endonuclease/exonuclease/phosphatase family domain containing 1,-0.607358422,4.695502534,13.15888214,0.000733297,0.036532446
ENSMUSG00000027332,56357,Ivd,isovaleryl coenzyme A dehydrogenase,0.490215946,6.174017967,13.11763561,0.000745842,0.036986179
ENSMUSG00000029233,57357,Srd5a3,steroid 5 alpha-reductase 3,-0.564293219,3.807214728,13.09897615,0.000751591,0.037054546
ENSMUSG00000038576,96935,Susd4,sushi domain containing 4,1.460604292,4.024179887,13.47111478,0.000754505,0.037054546
ENSMUSG00000021814,11750,Anxa7,annexin A7,-0.43025312,5.66586264,13.07979053,0.00075755,0.037054546
ENSMUSG00000096688,100039206,Mup17,major urinary protein 17,1.74259012,11.11709459,13.51269439,0.000767983,0.037280216
ENSMUSG00000009575,12419,Cbx5,chromobox 5,0.372295634,5.44621197,13.04308128,0.000769093,0.037280216
ENSMUSG00000035357,55983,Pdzrn3,PDZ domain containing RING finger 3,-0.874277202,2.900955088,12.9695353,0.000792778,0.038047031
ENSMUSG00000005447,18476,Pafah1b3,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",-1.013700338,2.384635412,12.96207724,0.000795223,0.038047031
ENSMUSG00000040274,12571,Cdk6,cyclin-dependent kinase 6,-0.488764632,6.327982141,12.9611741,0.000795519,0.038047031
ENSMUSG00000026918,67382,Brd3,bromodomain containing 3,0.425010964,6.408890593,12.91318913,0.000811443,0.038613775
ENSMUSG00000076441,11898,Ass1,argininosuccinate synthetase 1,0.737521608,9.231066724,13.0116256,0.000814891,0.038613775
ENSMUSG00000070730,67809,Rmdn3,regulator of microtubule dynamics 3,-0.401752322,6.460214998,12.8933231,0.000818134,0.038613775
ENSMUSG00000015597,57908,Zfp318,zinc finger protein 318,0.407661337,5.274621878,12.87047779,0.0008259,0.038810084
ENSMUSG00000032366,22003,Tpm1,"tropomyosin 1, alpha",-0.69646865,5.154150813,12.85230909,0.000841508,0.039371619
ENSMUSG00000024665,56473,Fads2,fatty acid desaturase 2,-0.584126578,9.163273938,12.80775754,0.000847622,0.039485985
ENSMUSG00000041625,223267,Ggact,gamma-glutamylamine cyclotransferase,0.501756172,6.131598476,12.78979356,0.000853954,0.039609477
ENSMUSG00000026471,15064,Mr1,"major histocompatibility complex, class I-related",-1.177448084,1.810139879,12.76005346,0.000864546,0.039928676
ENSMUSG00000030827,56636,Fgf21,fibroblast growth factor 21,-1.727574906,2.125486468,12.85857998,0.000873989,0.040192289
ENSMUSG00000030787,114332,Lyve1,lymphatic vessel endothelial hyaluronan receptor 1,-0.841680205,4.587199132,12.76868895,0.000899825,0.041204317
ENSMUSG00000047368,226016,Abhd17b,abhydrolase domain containing 17B,0.417412323,4.743131448,12.45050557,0.000983378,0.044839544
ENSMUSG00000002058,22248,Unc119,unc-119 lipid binding chaperone,-0.963659149,2.987782321,12.42489552,0.000993952,0.045069521
ENSMUSG00000068086,13105,Cyp2d9,"cytochrome P450, family 2, subfamily d, polypeptide 9",0.759202909,9.769594706,12.52429736,0.001000368,0.045069521
ENSMUSG00000041828,217258,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",0.856523373,5.809572829,12.61018105,0.001004391,0.045069521
ENSMUSG00000004038,14864,Gstm3,"glutathione S-transferase, mu 3",-1.954890344,5.847145941,12.81763013,0.001009551,0.045069521
ENSMUSG00000033713,71375,Foxn3,forkhead box N3,0.403291843,7.076936931,12.38416258,0.001011016,0.045069521
ENSMUSG00000024164,12266,C3,complement component 3,0.540474291,10.73396128,12.36837911,0.001017711,0.045069521
ENSMUSG00000041846,68734,Ppp4r3a,protein phosphatase 4 regulatory subunit 3A,0.398546532,5.238639825,12.36831226,0.001017739,0.045069521
ENSMUSG00000034634,17068,Ly6d,"lymphocyte antigen 6 complex, locus D",-3.075166208,5.116704483,12.74461881,0.001044825,0.045933964
ENSMUSG00000089762,72500,Ier5l,immediate early response 5-like,-1.460528689,0.91466635,12.30333658,0.001045797,0.045933964
ENSMUSG00000010025,11671,Aldh3a2,"aldehyde dehydrogenase family 3, subfamily A2",-0.724095355,8.218520725,12.4005274,0.001054546,0.046057732
ENSMUSG00000024391,55938,Apom,apolipoprotein M,0.715570971,7.125599568,12.40229543,0.001057462,0.046057732
ENSMUSG00000041328,74737,Pcf11,PCF11 cleavage and polyadenylation factor subunit,0.47960627,4.832419068,12.25888465,0.001065461,0.046057732
ENSMUSG00000030872,74105,Gga2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",-0.599585245,3.679837242,12.25827034,0.001065735,0.046057732
ENSMUSG00000036620,103534,Mgat4b,"mannoside acetylglucosaminyltransferase 4, isoenzyme B",-0.463320368,5.133633858,12.24309255,0.00107254,0.046119827
ENSMUSG00000025503,21351,Taldo1,transaldolase 1,-0.321036275,7.17694045,12.23598172,0.001075744,0.046119827
ENSMUSG00000062410,15494,Hsd3b3,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3",0.611416023,7.654006183,12.25014606,0.001081412,0.046178864
ENSMUSG00000027947,16194,Il6ra,"interleukin 6 receptor, alpha",0.726838077,5.113824493,12.28383706,0.001087354,0.046249078
ENSMUSG00000006522,16426,Itih3,"inter-alpha trypsin inhibitor, heavy chain 3",0.56906144,8.329411075,12.15951865,0.001110838,0.047061914
ENSMUSG00000033863,16601,Klf9,Kruppel-like factor 9,0.457879343,8.797460973,12.1169071,0.001130917,0.047722458
ENSMUSG00000017774,17913,Myo1c,myosin IC,-0.627021487,4.110588096,12.10771383,0.001135299,0.047722458
ENSMUSG00000062545,384059,Tlr12,toll-like receptor 12,-0.820304061,4.721294412,12.19911757,0.001140335,0.047747637
ENSMUSG00000078515,68817,Ddi2,DNA-damage inducible protein 2,0.333569984,7.456212025,12.08087826,0.001148192,0.047890298
ENSMUSG00000036427,14751,Gpi1,glucose phosphate isomerase 1,-0.496766788,6.416673689,12.04434994,0.001165991,0.048444912
ENSMUSG00000030340,20276,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",1.169648879,3.270600988,12.1499725,0.001182982,0.048880631
ENSMUSG00000031700,108682,Gpt2,glutamic pyruvate transaminase (alanine aminotransferase) 2,-0.489497625,8.301378769,12.00485554,0.001185563,0.048880631
ENSMUSG00000026956,227620,Uap1l1,UDP-N-acteylglucosamine pyrophosphorylase 1-like 1,-1.567347695,3.130942086,12.24405894,0.001199138,0.049225174
ENSMUSG00000024642,21888,Tle4,transducin-like enhancer of split 4,0.565864718,3.743194292,11.97010866,0.001203069,0.049225174
ENSMUSG00000021264,22632,Yy1,YY1 transcription factor,0.287123549,5.889391319,11.89824389,0.001240144,0.050549957
ENSMUSG00000038224,18816,Serpinf2,"serine (or cysteine) peptidase inhibitor, clade F, member 2",0.512808339,8.851173793,11.83733743,0.001272508,0.051673446
ENSMUSG00000060224,74580,Pyroxd2,pyridine nucleotide-disulphide oxidoreductase domain 2,-0.704064704,3.862574708,11.80079955,0.00129235,0.052124058
ENSMUSG00000021770,67630,Samd8,sterile alpha motif domain containing 8,0.447195666,5.321332756,11.79907837,0.001293293,0.052124058
ENSMUSG00000032849,239273,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",-1.511613286,1.264093238,11.78906659,0.001298791,0.052150318
ENSMUSG00000020099,107449,Unc5b,unc-5 netrin receptor B,-1.1436448,3.539747709,11.89458257,0.001329237,0.053174418
ENSMUSG00000022364,210544,Tbc1d31,"TBC1 domain family, member 31",-0.778901858,2.693553635,11.71071765,0.001342675,0.053513039
ENSMUSG00000039745,53415,Htatip2,HIV-1 Tat interactive protein 2,-0.511315266,4.794581001,11.69767958,0.001350128,0.053611527
ENSMUSG00000116284,102639762,LOC102639762,thymosin beta-10,1.353775376,2.968071414,11.82972215,0.001373238,0.05432873
ENSMUSG00000029439,231769,Sfswap,splicing factor SWAP,0.368750737,5.632405561,11.63993369,0.001383666,0.054477658
ENSMUSG00000071054,224903,Safb,scaffold attachment factor B,0.465609043,5.054151428,11.62921506,0.001389987,0.054477658
ENSMUSG00000040997,105501,Abhd4,abhydrolase domain containing 4,-0.550466567,5.190048419,11.6254923,0.00139219,0.054477658
ENSMUSG00000055782,26874,Abcd2,"ATP-binding cassette, sub-family D (ALD), member 2",-0.575938365,4.655728233,11.58519657,0.001416268,0.055219071
ENSMUSG00000038515,66790,Grtp1,GH regulated TBC protein 1,0.583871399,4.384337966,11.56935422,0.001425855,0.055250117
ENSMUSG00000074183,14857,Gsta1,"glutathione S-transferase, alpha 1 (Ya)",-2.09652179,5.090634066,11.94530768,0.001427333,0.055250117
ENSMUSG00000046794,244416,Ppp1r3b,"protein phosphatase 1, regulatory subunit 3B",0.652558636,5.516435378,11.57343795,0.001449799,0.05586213
ENSMUSG00000032479,17758,Map4,microtubule-associated protein 4,-0.493257982,4.171302299,11.51871992,0.001456955,0.05586213
ENSMUSG00000032806,214601,Slc10a3,"solute carrier family 10 (sodium/bile acid cotransporter family), member 3",-0.775846436,2.513062986,11.51588541,0.001458717,0.05586213
ENSMUSG00000075044,236293,Slc22a29,solute carrier family 22. member 29,-1.446963301,1.90243149,11.50383719,0.001466232,0.055950794
ENSMUSG00000056121,225020,Fez2,fasciculation and elongation protein zeta 2 (zygin II),-0.464494517,4.563931325,11.49300372,0.001473024,0.056011348
ENSMUSG00000050069,23893,Grem2,"gremlin 2, DAN family BMP antagonist",1.215481779,1.560880851,11.42120877,0.001518881,0.057450095
ENSMUSG00000026628,11910,Atf3,activating transcription factor 3,-1.553866011,1.629747941,11.41711905,0.001521539,0.057450095
ENSMUSG00000041272,252838,Tox,thymocyte selection-associated high mobility group box,-0.687518012,3.755007398,11.40771898,0.001527665,0.057479714
ENSMUSG00000041012,70031,Cmtm8,CKLF-like MARVEL transmembrane domain containing 8,0.364338402,7.337972084,11.36106453,0.001558456,0.058433952
ENSMUSG00000026849,30931,Tor1a,"torsin family 1, member A (torsin A)",-0.549075981,5.041576636,11.34111728,0.00157182,0.058527131
ENSMUSG00000031521,11593,Aga,aspartylglucosaminidase,-0.562334768,4.945759263,11.32692657,0.001581401,0.058527131
ENSMUSG00000037606,79196,Osbpl5,oxysterol binding protein-like 5,-1.393733849,1.832350639,11.31868826,0.001586991,0.058527131
ENSMUSG00000031627,16363,Irf2,interferon regulatory factor 2,0.412768523,6.15498797,11.30889821,0.001593662,0.058527131
ENSMUSG00000109764,16621,Klkb1,"kallikrein B, plasma 1",0.463053025,7.977158283,11.30211454,0.001598301,0.058527131
ENSMUSG00000046959,231583,Slc26a1,"solute carrier family 26 (sulfate transporter), member 1",0.449765985,7.354943427,11.30160258,0.001598652,0.058527131
ENSMUSG00000034724,231464,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",0.353090417,6.011692789,11.29574609,0.001602669,0.058527131
ENSMUSG00000001632,78783,Brpf1,"bromodomain and PHD finger containing, 1",0.515427927,3.360793864,11.29315321,0.001604452,0.058527131
ENSMUSG00000006800,72043,Sulf2,sulfatase 2,-0.619602841,4.311494938,11.28172111,0.001612334,0.058615975
ENSMUSG00000034083,232236,Ccdc174,coiled-coil domain containing 174,0.542091605,3.582082749,11.2421492,0.001639937,0.059282445
ENSMUSG00000039831,214137,Arhgap29,Rho GTPase activating protein 29,0.517511205,5.698815865,11.21060872,0.001662294,0.059282445
ENSMUSG00000035836,71773,Ugt2b1,"UDP glucuronosyltransferase 2 family, polypeptide B1",0.593156001,8.065451251,11.23607912,0.001662701,0.059282445
ENSMUSG00000042978,104175,Sbk1,SH3-binding kinase 1,-0.64949832,3.856865484,11.20948385,0.001663097,0.059282445
ENSMUSG00000019370,12315,Calm3,calmodulin 3,-0.45041121,5.476785537,11.20907796,0.001663387,0.059282445
ENSMUSG00000001911,18032,Nfix,nuclear factor I/X,0.512570314,7.174264948,11.2063554,0.001665333,0.059282445
ENSMUSG00000030861,66885,Acadsb,"acyl-Coenzyme A dehydrogenase, short/branched chain",0.464240838,6.602664613,11.20091432,0.00166923,0.059282445
ENSMUSG00000061175,329679,Fnip2,folliculin interacting protein 2,-0.58191989,4.362848156,11.19237488,0.001675365,0.059304608
ENSMUSG00000025504,98845,Eps8l2,EPS8-like 2,0.56186699,5.685527319,11.18163336,0.001683116,0.059383635
ENSMUSG00000056673,20592,Kdm5d,lysine (K)-specific demethylase 5D,0.633348805,3.123662458,11.15479593,0.001702647,0.059876424
ENSMUSG00000029810,65963,Tmem176b,transmembrane protein 176B,-0.52501969,7.835497883,11.13589859,0.001716543,0.060168478
ENSMUSG00000045636,102103,Mtus1,mitochondrial tumor suppressor 1,0.315648956,6.564601484,11.07887913,0.001759203,0.061296693
ENSMUSG00000063558,11761,Aox1,aldehyde oxidase 1,-0.476394713,5.732174867,11.06985943,0.001766053,0.061296693
ENSMUSG00000055675,74901,Kbtbd11,kelch repeat and BTB (POZ) domain containing 11,-1.151494983,1.618476952,11.06254798,0.001771626,0.061296693
ENSMUSG00000039428,72759,Tmem135,transmembrane protein 135,-0.362346069,6.043836144,11.04944317,0.001781662,0.061296693
ENSMUSG00000020190,17347,Mknk2,MAP kinase-interacting serine/threonine kinase 2,-0.515744768,6.001497177,11.04645989,0.001783955,0.061296693
ENSMUSG00000029310,74167,Nudt9,nudix (nucleoside diphosphate linked moiety X)-type motif 9,-0.604802401,4.809817487,11.04348107,0.001786247,0.061296693
ENSMUSG00000007036,193742,Abhd16a,abhydrolase domain containing 16A,-0.503276244,5.223597693,11.04042394,0.001788603,0.061296693
ENSMUSG00000058022,109254,Adtrp,androgen dependent TFPI regulating protein,0.417243947,6.910324827,11.02784393,0.001798334,0.061394934
ENSMUSG00000025991,227231,Cps1,carbamoyl-phosphate synthetase 1,0.748357216,9.329493178,11.14780969,0.001806666,0.061394934
ENSMUSG00000038754,12686,Elovl3,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3",1.252287822,6.554365544,11.33497657,0.001812385,0.061394934
ENSMUSG00000003119,69131,Cdk12,cyclin-dependent kinase 12,0.467021462,4.896197224,11.00736715,0.001814291,0.061394934
ENSMUSG00000037110,241694,Ralgapa2,"Ral GTPase activating protein, alpha subunit 2 (catalytic)",0.391839883,5.121504715,10.96982208,0.00184394,0.062037452
ENSMUSG00000004341,75512,Gpx6,glutathione peroxidase 6,1.579748581,1.844658953,11.0062078,0.001844809,0.062037452
ENSMUSG00000079334,56441,Naa80,"N(alpha)-acetyltransferase 80, NatH catalytic subunit",0.476585862,4.970475686,10.9535245,0.001856968,0.062251829
ENSMUSG00000022951,54720,Rcan1,regulator of calcineurin 1,-0.709231986,4.094840171,10.93643881,0.001870731,0.062518447
ENSMUSG00000017781,18738,Pitpna,"phosphatidylinositol transfer protein, alpha",-0.363045259,5.200467415,10.92849338,0.001877168,0.062539341
ENSMUSG00000026939,51875,Tmem141,transmembrane protein 141,-0.620142494,3.795005327,10.90826495,0.001893662,0.062894115
ENSMUSG00000021366,110521,Hivep1,human immunodeficiency virus type I enhancer binding protein 1,0.5601233,3.480268702,10.87207786,0.00192355,0.063526535
ENSMUSG00000015968,12289,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit",1.324261002,1.57016933,10.87092541,0.00192451,0.063526535
ENSMUSG00000027293,98878,Ehd4,EH-domain containing 4,-0.721015582,3.815273063,10.86366237,0.001930572,0.063531746
ENSMUSG00000021556,105348,Golm1,golgi membrane protein 1,-1.450362836,1.502145951,10.8484972,0.001943294,0.063713
ENSMUSG00000030342,12527,Cd9,CD9 antigen,-1.406930673,3.349393865,11.05810628,0.001951093,0.063713
ENSMUSG00000004798,29869,Ulk2,unc-51 like kinase 2,0.432709872,5.367864415,10.83600257,0.001953842,0.063713
ENSMUSG00000058672,22151,Tubb2a,"tubulin, beta 2A class IIA",-1.509898986,6.599157245,11.14722305,0.001973011,0.064143721
ENSMUSG00000051483,12408,Cbr1,carbonyl reductase 1,-0.55235068,5.948300498,10.77557681,0.002005713,0.065010489
ENSMUSG00000005373,58805,Mlxipl,MLX interacting protein-like,0.445822935,6.426425564,10.7534686,0.002025053,0.065440241
ENSMUSG00000039361,233489,Picalm,phosphatidylinositol binding clathrin assembly protein,-0.363295202,6.262003753,10.74173772,0.002035395,0.065469197
ENSMUSG00000017929,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",-0.783010452,4.126765757,10.76591991,0.002053673,0.065469197
ENSMUSG00000032548,24059,Slco2a1,"solute carrier organic anion transporter family, member 2a1",0.601773312,4.543194465,10.71260587,0.00206132,0.065469197
ENSMUSG00000001313,11858,Rnd2,Rho family GTPase 2,-0.633197232,3.590307711,10.70811324,0.002065349,0.065469197
ENSMUSG00000029201,22235,Ugdh,UDP-glucose dehydrogenase,-0.733908093,6.717649432,10.84452704,0.002068148,0.065469197
ENSMUSG00000031799,326618,Tpm4,tropomyosin 4,-0.678357861,4.91479285,10.73798072,0.002070452,0.065469197
ENSMUSG00000025812,93742,Pard3,par-3 family cell polarity regulator,0.331883615,6.294416276,10.69737792,0.00207501,0.065469197
ENSMUSG00000051439,12475,Cd14,CD14 antigen,-1.632106504,1.94288079,10.7489003,0.002076241,0.065469197
ENSMUSG00000027359,26458,Slc27a2,"solute carrier family 27 (fatty acid transporter), member 2",0.42158573,8.934293179,10.69107385,0.002080705,0.065469197
ENSMUSG00000034163,216345,Zfc3h1,"zinc finger, C3H1-type containing",0.451056177,4.897605535,10.64680554,0.002121167,0.066547735
ENSMUSG00000021947,68631,Cryl1,"crystallin, lambda 1",-0.508845198,3.94419738,10.61783617,0.002148094,0.067196622
ENSMUSG00000056131,109785,Pgm3,phosphoglucomutase 3,-0.683196665,3.583041948,10.60983847,0.002155591,0.067234678
ENSMUSG00000067924,553127,Rtl8b,retrotransposon Gag like 8B,-0.597827579,4.373471757,10.60005255,0.002164802,0.067234678
ENSMUSG00000041297,69562,Cdk13,cyclin-dependent kinase 13,0.488223046,4.46112553,10.59660825,0.002168054,0.067234678
ENSMUSG00000028034,51886,Fubp1,far upstream element (FUSE) binding protein 1,0.430240405,5.596880429,10.56275019,0.002200297,0.067989585
ENSMUSG00000025405,16325,Inhbc,inhibin beta-C,0.50776065,4.880265305,10.55782096,0.002205033,0.067989585
ENSMUSG00000035186,24108,Ubd,ubiquitin D,-2.514568832,2.990203732,10.85609281,0.002217547,0.068180052
ENSMUSG00000029833,21848,Trim24,tripartite motif-containing 24,-0.517234705,4.265473883,10.52978319,0.002232178,0.068434395
ENSMUSG00000037533,192786,Rapgef6,Rap guanine nucleotide exchange factor (GEF) 6,0.571046611,4.227049436,10.47494516,0.002286296,0.069894394
ENSMUSG00000011960,12455,Ccnt1,cyclin T1,0.400235555,5.154821021,10.45100467,0.002310354,0.070429806
