"","gene.id","entrez","symbol","gene.name","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000066153","ENSMUSG00000066153","381531","Mup21","major urinary protein 21",0.94445260481002,6.83723104117185,17.5900592797788,0.000142961932538393,0.00953079550255956
"ENSMUSG00000062545","ENSMUSG00000062545","384059","Tlr12","toll-like receptor 12",-0.992046229896684,4.81894648473177,17.1953103481198,0.00014702523482601,0.00973545473847903
"ENSMUSG00000041720","ENSMUSG00000041720","224020","Pi4ka","phosphatidylinositol 4-kinase alpha",-0.721962249193245,4.66523220028092,17.0238307105115,0.000148141719013988,0.00974354930427573
"ENSMUSG00000019066","ENSMUSG00000019066","19340","Rab3d","RAB3D, member RAS oncogene family",-1.22908039486547,3.3113884862573,16.9848668465849,0.00015039204367691,0.00982561352022478
"ENSMUSG00000052392","ENSMUSG00000052392","171282","Acot4","acyl-CoA thioesterase 4",-0.965836409346186,6.19434847856097,17.3789396586055,0.000151403697030641,0.00982620020463764
"ENSMUSG00000097328","ENSMUSG00000097328","21944","Tnfsf12","tumor necrosis factor (ligand) superfamily, member 12",-1.01961681374564,3.1259026813896,16.9206637294423,0.000154178451686596,0.00989922528913325
"ENSMUSG00000030541","ENSMUSG00000030541","269951","Idh2","isocitrate dehydrogenase 2 (NADP+), mitochondrial",-0.784025193282011,7.03189292077976,17.0726785254221,0.000154549129514019,0.00989922528913325
"ENSMUSG00000019872","ENSMUSG00000019872","57319","Smpdl3a","sphingomyelin phosphodiesterase, acid-like 3A",-0.618341094627739,5.04313369375117,16.884633672704,0.000156346942868023,0.00994935090978329
"ENSMUSG00000006717","ENSMUSG00000006717","66834","Acot13","acyl-CoA thioesterase 13",-0.608066999972401,7.0112343595261,16.8527693383242,0.000158291329659832,0.009988758980139
"ENSMUSG00000002059","ENSMUSG00000002059","19376","Rab34","RAB34, member RAS oncogene family",-1.25608931273254,3.01263849558855,16.8411808149429,0.000159004734785886,0.009988758980139
"ENSMUSG00000032377","ENSMUSG00000032377","235527","Plscr4","phospholipid scramblase 4",-1.28291713906613,2.49314259812721,16.815810593098,0.000160578338665914,0.0100233612670443
"ENSMUSG00000035093","ENSMUSG00000035093","70354","Secisbp2l","SECIS binding protein 2-like",-0.517425675869694,5.97732220225982,16.7220821175581,0.000166534765868622,0.0103293715538766
"ENSMUSG00000060224","ENSMUSG00000060224","74580","Pyroxd2","pyridine nucleotide-disulphide oxidoreductase domain 2",-1.02268012366346,3.90334656036476,16.6999339317821,0.000167975788596289,0.0103532247059348
"ENSMUSG00000018672","ENSMUSG00000018672","56358","Copz2","coatomer protein complex, subunit zeta 2",-0.857900796600255,3.49693999354194,16.5540889098523,0.000177796920866883,0.0108900614030966
"ENSMUSG00000030787","ENSMUSG00000030787","114332","Lyve1","lymphatic vessel endothelial hyaluronan receptor 1",-1.04788133893043,4.63468260036656,16.7252816656386,0.000180518717698773,0.0109425893668562
"ENSMUSG00000049103","ENSMUSG00000049103","12772","Ccr2","chemokine (C-C motif) receptor 2",-1.77792683314911,2.19406564709625,16.5099308048065,0.000180887701778643,0.0109425893668562
"ENSMUSG00000021947","ENSMUSG00000021947","68631","Cryl1","crystallin, lambda 1",-0.799358275921421,3.99300138392745,16.4733037324899,0.00018349404126268,0.0110321570820507
"ENSMUSG00000022965","ENSMUSG00000022965","15980","Ifngr2","interferon gamma receptor 2",-0.829850198909115,3.78605584864854,16.3774062109035,0.000190506008595237,0.011383895635569
"ENSMUSG00000067225","ENSMUSG00000067225","404195","Cyp2c54","cytochrome P450, family 2, subfamily c, polypeptide 54",1.8066751834985,6.79047867484986,17.2861695186978,0.000192751593523741,0.0114482764638343
"ENSMUSG00000022090","ENSMUSG00000022090","213019","Pdlim2","PDZ and LIM domain 2",-1.70437677557359,2.24693148551205,16.3000409296747,0.000196367261615275,0.0115927660471669
"ENSMUSG00000078688","ENSMUSG00000078688","17841","Mup2","major urinary protein 2",1.15844412710871,13.4255591034049,16.868216085633,0.000203404607102054,0.0119363182610786
"ENSMUSG00000030827","ENSMUSG00000030827","56636","Fgf21","fibroblast growth factor 21",-2.00866712764441,2.30805983021449,16.2835001576516,0.00020951041878248,0.0122214410956446
"ENSMUSG00000040274","ENSMUSG00000040274","12571","Cdk6","cyclin-dependent kinase 6",-0.663938817162765,6.36185744521303,16.0877651346352,0.000213440188506396,0.0123770050139803
"ENSMUSG00000087141","ENSMUSG00000087141","433022","Plcxd2","phosphatidylinositol-specific phospholipase C, X domain containing 2",0.603818375638014,5.66651316307814,16.0153762857197,0.000219612041149354,0.0125580133196682
"ENSMUSG00000026623","ENSMUSG00000026623","226856","Lpgat1","lysophosphatidylglycerol acyltransferase 1",-0.451937278720366,7.69186019710094,16.0144829420741,0.000219689364756702,0.0125580133196682
"ENSMUSG00000035031","ENSMUSG00000035031","230558","C8a","complement component 8, alpha polypeptide",0.557685593910987,8.25051902937457,16.006219669223,0.000220405948059483,0.0125580133196682
"ENSMUSG00000059796","ENSMUSG00000059796","13681","Eif4a1","eukaryotic translation initiation factor 4A1",-0.520915267388796,6.76929214977172,15.985012776463,0.000222256218139306,0.0125902366344809
"ENSMUSG00000028445","ENSMUSG00000028445","69638","Enho","energy homeostasis associated",1.48981753160336,3.08154834122652,16.1337844165489,0.000225850910730162,0.0127203386503195
"ENSMUSG00000075044","ENSMUSG00000075044","236293","Slc22a29","solute carrier family 22. member 29",-1.90970621380222,1.97947351236388,15.9093399958389,0.000228992283404222,0.0127941915706844
"ENSMUSG00000089873","ENSMUSG00000089873","100039089","Mup13","major urinary protein 13",1.15410198088187,13.5720146401291,16.5380468317105,0.000229773236371475,0.0127941915706844
"ENSMUSG00000056671","ENSMUSG00000056671","77619","Prelid2","PRELI domain containing 2",-1.95392777445951,2.53185581893128,16.0853917718938,0.000232681806156496,0.0128829474595122
"ENSMUSG00000055675","ENSMUSG00000055675","74901","Kbtbd11","kelch repeat and BTB (POZ) domain containing 11",-1.54978165745293,1.75203847124351,15.8352831661442,0.000235791827707792,0.0129817972558222
"ENSMUSG00000041272","ENSMUSG00000041272","252838","Tox","thymocyte selection-associated high mobility group box",-0.864559074704562,3.83868920711518,15.8086570214554,0.000238287927198335,0.0130075353673827
"ENSMUSG00000022364","ENSMUSG00000022364","210544","Tbc1d31","TBC1 domain family, member 31",-1.14330701363665,2.72697624310583,15.8020253721548,0.000238913914911111,0.0130075353673827
"ENSMUSG00000040583","ENSMUSG00000040583","13089","Cyp2b13","cytochrome P450, family 2, subfamily b, polypeptide 13",-2.91891768611636,1.7784179758846,17.0552834540967,0.000243213821039846,0.0131457645705694
"ENSMUSG00000035936","ENSMUSG00000035936","214579","Aldh5a1","aldhehyde dehydrogenase family 5, subfamily A1",-0.472242635172366,5.36141805923504,15.7474062450425,0.000244135627739146,0.0131457645705694
"ENSMUSG00000032120","ENSMUSG00000032120","71764","C2cd2l","C2 calcium-dependent domain containing 2-like",-0.530870786411196,4.8316535082649,15.7142628342325,0.000247362384794311,0.0131904537584136
"ENSMUSG00000078680","ENSMUSG00000078680","100039008","Mup10","major urinary protein 10",1.06186660066858,13.654435194946,16.2458625547213,0.000247657499137562,0.0131904537584136
"ENSMUSG00000037411","ENSMUSG00000037411","18787","Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1",-2.02973526314821,2.23354930289975,15.7870979337249,0.000251117294426692,0.0132575327134305
"ENSMUSG00000001847","ENSMUSG00000001847","19353","Rac1","Rac family small GTPase 1",-0.366873968625047,7.23160986101107,15.6711919435639,0.000251622559663068,0.0132575327134305
"ENSMUSG00000021650","ENSMUSG00000021650","68927","Ptcd2","pentatricopeptide repeat domain 2",-0.54845402539463,4.58018043687374,15.6551360768235,0.000253230266732837,0.0132708909838599
"ENSMUSG00000047735","ENSMUSG00000047735","209086","Samd9l","sterile alpha motif domain containing 9-like",-1.03145408453942,3.7678274042316,15.5813262086013,0.000260760680055517,0.0135928439603408
"ENSMUSG00000072115","ENSMUSG00000072115","11727","Ang","angiogenin, ribonuclease, RNase A family, 5",0.688127279129728,7.54937688291235,15.5941138884321,0.000264764045325878,0.0137285060539344
"ENSMUSG00000026355","ENSMUSG00000026355","17219","Mcm6","minichromosome maintenance complex component 6",-1.64478577367268,2.03236866282538,15.5252369698037,0.000266639876160656,0.0137530041388128
"ENSMUSG00000026473","ENSMUSG00000026473","14645","Glul","glutamate-ammonia ligase (glutamine synthetase)",-0.708744453191593,9.70099377012621,15.5586244705366,0.000268522010269343,0.0137775691132961
"ENSMUSG00000073411","ENSMUSG00000073411","14964","H2-D1","histocompatibility 2, D region locus 1",-0.685553136061937,7.38532538184008,15.4509844481966,0.00027813076549781,0.0141962578222841
"ENSMUSG00000031453","ENSMUSG00000031453","19414","Rasa3","RAS p21 protein activator 3",-0.682457551844673,3.47493419191342,15.4030403067232,0.000279934506454984,0.0142142910013412
"ENSMUSG00000050359","ENSMUSG00000050359","20753","Sprr1a","small proline-rich protein 1A",-4.06395498841125,1.86512001896235,15.9930398648597,0.000282882497360561,0.014289940588317
"ENSMUSG00000002831","ENSMUSG00000002831","57435","Plin4","perilipin 4",-1.2535949777913,5.05103869862759,15.8625509640182,0.00029319859978542,0.0147351091174211
"ENSMUSG00000042572","ENSMUSG00000042572","70093","Ube2q1","ubiquitin-conjugating enzyme E2Q family member 1",-0.511010309562189,5.32817168173978,15.2090273139784,0.000302488249359071,0.0151244124679536
"ENSMUSG00000059714","ENSMUSG00000059714","14251","Flot1","flotillin 1",-1.09318203770369,4.43704671653061,15.3972437108677,0.000309290538598703,0.0153723956823891
"ENSMUSG00000025503","ENSMUSG00000025503","21351","Taldo1","transaldolase 1",-0.475741766480001,7.19624148157731,15.1412203404288,0.000310813169662152,0.0153723956823891
"ENSMUSG00000021928","ENSMUSG00000021928","68177","Ebpl","emopamil binding protein-like",-0.549254268010433,7.74642583056019,15.1304794263504,0.000312153749060759,0.0153723956823891
"ENSMUSG00000011752","ENSMUSG00000011752","18648","Pgam1","phosphoglycerate mutase 1",-0.518970926616086,7.85738424168926,15.0438981734598,0.000323183855325599,0.0158360089109543
"ENSMUSG00000018042","ENSMUSG00000018042","109754","Cyb5r3","cytochrome b5 reductase 3",-0.591028325957031,9.15774252774963,14.9729921492888,0.000332521092755517,0.016212471189075
"ENSMUSG00000037071","ENSMUSG00000037071","20249","Scd1","stearoyl-Coenzyme A desaturase 1",-1.36816820319256,12.1165745874842,15.6829837738736,0.000334266229092841,0.0162168764609398
"ENSMUSG00000027901","ENSMUSG00000027901","72121","Dennd2d","DENN/MADD domain containing 2D",-0.777194960181103,3.46417060772425,14.8882383874286,0.000344054153757319,0.016609510871043
"ENSMUSG00000016256","ENSMUSG00000016256","64138","Ctsz","cathepsin Z",-0.616389695190725,6.8431515603724,14.8671567090374,0.00034698751020501,0.0166690078431819
"ENSMUSG00000064341","ENSMUSG00000064341","17716","ND1","NADH dehydrogenase subunit 1",-0.445910539717884,13.2607916855022,14.853640036885,0.000348882036919375,0.0166782632283408
"ENSMUSG00000046598","ENSMUSG00000046598","71911","Bdh1","3-hydroxybutyrate dehydrogenase, type 1",-0.442802094287079,8.32282513789508,14.8162472657275,0.000354179798505274,0.0168493302201538
"ENSMUSG00000026939","ENSMUSG00000026939","51875","Tmem141","transmembrane protein 141",-0.811112770433367,3.87922232571315,14.7812426999757,0.000359215658879669,0.0169258906261426
"ENSMUSG00000024197","ENSMUSG00000024197","66905","Plin3","perilipin 3",-0.734344864488777,6.53027823903251,14.8620742764822,0.000360462431705539,0.0169258906261426
"ENSMUSG00000028088","ENSMUSG00000028088","14263","Fmo5","flavin containing monooxygenase 5",-0.61520067049009,8.64414556562514,14.7630912778645,0.000361856476981355,0.0169258906261426
"ENSMUSG00000110439","ENSMUSG00000110439","100861909","Mup22","major urinary protein 22",1.04867717143235,13.694042673505,15.2522135409113,0.0003633830631414,0.0169258906261426
"ENSMUSG00000068011","ENSMUSG00000068011","70291","Mkrn2os","makorin, ring finger protein 2, opposite strand",-0.850803371449379,4.85389058884578,14.7693867423285,0.000367060188207511,0.0169258906261426
"ENSMUSG00000039050","ENSMUSG00000039050","228983","Osbpl2","oxysterol binding protein-like 2",-0.628839701855629,4.17206226368271,14.7190153212124,0.000368354083385533,0.0169258906261426
"ENSMUSG00000015947","ENSMUSG00000015947","14129","Fcgr1","Fc receptor, IgG, high affinity I",-1.80746149044897,1.81701693885943,14.7073374176163,0.000370096038341267,0.0169258906261426
"ENSMUSG00000043079","ENSMUSG00000043079","104027","Synpo","synaptopodin",-1.52946820479858,3.09911809419284,14.9099932120305,0.000370379184928631,0.0169258906261426
"ENSMUSG00000041220","ENSMUSG00000041220","170439","Elovl6","ELOVL family member 6, elongation of long chain fatty acids (yeast)",-1.02283236575079,6.05484489739381,15.1674139350056,0.000371333314757211,0.0169258906261426
"ENSMUSG00000054422","ENSMUSG00000054422","14080","Fabp1","fatty acid binding protein 1, liver",-0.588614078769676,12.4171081527034,14.6620905674941,0.000376927349463196,0.0171013334478672
"ENSMUSG00000031701","ENSMUSG00000031701","56445","Dnaja2","DnaJ heat shock protein family (Hsp40) member A2",-0.493418189649093,6.43277096373742,14.6068500191933,0.000385447151984999,0.0173385863976613
"ENSMUSG00000027792","ENSMUSG00000027792","12038","Bche","butyrylcholinesterase",-0.5243370872168,6.12793449499673,14.592081685311,0.000387758924234301,0.0173385863976613
"ENSMUSG00000019370","ENSMUSG00000019370","12315","Calm3","calmodulin 3",-0.682304733434107,5.50497386843267,14.5828507812193,0.000389211270040668,0.0173385863976613
"ENSMUSG00000079037","ENSMUSG00000079037","19122","Prnp","prion protein",-0.648165806076738,5.29520701378894,14.5670629670666,0.000391708483348652,0.0173385863976613
"ENSMUSG00000021996","ENSMUSG00000021996","13885","Esd","esterase D/formylglutathione hydrolase",-0.45453127954707,8.18608919431603,14.5582588898929,0.000393108345838492,0.0173385863976613
"ENSMUSG00000028692","ENSMUSG00000028692","58810","Akr1a1","aldo-keto reductase family 1, member A1 (aldehyde reductase)",-0.435337723291388,8.70183720310312,14.5504277271268,0.000394357921556263,0.0173385863976613
"ENSMUSG00000037197","ENSMUSG00000037197","76938","Rbm17","RNA binding motif protein 17",-0.456775138512875,5.61812495859544,14.5492806565864,0.000394541302722293,0.0173385863976613
"ENSMUSG00000018770","ENSMUSG00000018770","228033","Atp5g3","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",-0.490932432404548,10.094916565011,14.5278374484045,0.000397985918852958,0.0174118839498169
"ENSMUSG00000037706","ENSMUSG00000037706","12520","Cd81","CD81 antigen",-0.512814785527397,8.35716400301822,14.4794335895517,0.000405877914966498,0.0176121681795725
"ENSMUSG00000032310","ENSMUSG00000032310","13077","Cyp1a2","cytochrome P450, family 1, subfamily a, polypeptide 2",0.777721481601364,8.99994290844257,14.7132779068999,0.000407317483540792,0.0176121681795725
"ENSMUSG00000025792","ENSMUSG00000025792","27376","Slc25a10","solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",-0.579212441992497,7.14808126028104,14.4668562671475,0.000407955324159485,0.0176121681795725
"ENSMUSG00000056121","ENSMUSG00000056121","225020","Fez2","fasciculation and elongation protein zeta 2 (zygin II)",-0.700872934994851,4.64521030103711,14.4454790706688,0.000411511837562343,0.0176877895092586
"ENSMUSG00000021906","ENSMUSG00000021906","218885","Oxnad1","oxidoreductase NAD-binding domain containing 1",-0.582589567609166,4.43101808670581,14.4332174691619,0.000413566453026795,0.0176984770290943
"ENSMUSG00000022707","ENSMUSG00000022707","74185","Gbe1","glucan (1,4-alpha-), branching enzyme 1",-0.714869345973291,7.24619354042674,14.4849699700386,0.00042458560216534,0.018091038700958
"ENSMUSG00000071866","ENSMUSG00000071866","268373","Ppia","peptidylprolyl isomerase A",-0.624095725970145,9.04429951105382,14.355115812532,0.00042690859810864,0.0181112738591544
"ENSMUSG00000037440","ENSMUSG00000037440","22361","Vnn1","vanin 1",-0.621899294233668,6.39963919965799,14.3421154731543,0.000429172916103638,0.0181288559388606
"ENSMUSG00000095595","ENSMUSG00000095595","73385","Fam177a","family with sequence similarity 177, member A",-1.15686495018944,2.64668592234141,14.2982653095581,0.000436903805224405,0.0183288000303654
"ENSMUSG00000022951","ENSMUSG00000022951","54720","Rcan1","regulator of calcineurin 1",-0.928568688744162,4.17104354422604,14.3052669972859,0.000437646857867909,0.0183288000303654
"ENSMUSG00000022820","ENSMUSG00000022820","68194","Ndufb4","NADH:ubiquinone oxidoreductase subunit B4",-0.430794808804952,7.0945430503159,14.2738530053844,0.000441270910791651,0.0184019358542901
"ENSMUSG00000029388","ENSMUSG00000029388","209354","Eif2b1","eukaryotic translation initiation factor 2B, subunit 1 (alpha)",-0.68786097919387,3.64429459656003,14.2334574893946,0.000448598087392533,0.0185043603720438
"ENSMUSG00000010307","ENSMUSG00000010307","67893","Tmem86a","transmembrane protein 86A",-1.34140929889675,4.08490988615875,14.6316634817072,0.000448860220522024,0.0185043603720438
